repo_name,repo_link,stars,language,topic_name,description
serverless / serverless,https://github.com/serverless/serverless,46.6k,JavaScript,Serverless,"⚡ Serverless Framework – Effortlessly build apps that auto-scale, incur zero costs when idle, and require minimal maintenance using AWS Lambda and other managed cloud services."
Kong / kong,https://github.com/Kong/kong,40.5k,Lua,Serverless,🦍 The Cloud-Native API Gateway and AI Gateway.
,https://github.com/marketplace/socket-security,0,Unknown,Security,Unknown
,https://github.com/marketplace/cloudback,0,Unknown,Security,Unknown
,https://github.com/marketplace/get-appmap,0,Unknown,Security,Unknown
,https://github.com/marketplace/backhub,0,Unknown,Security,Unknown
,https://github.com/marketplace/codeac-io,0,Unknown,Security,Unknown
,https://github.com/marketplace/gitprotect-io,0,Unknown,Security,Unknown
pingcap / tidb,https://github.com/pingcap/tidb,38.2k,Go,Serverless,"TiDB - the open-source, cloud-native, distributed SQL database designed for modern applications."
surrealdb / surrealdb,https://github.com/surrealdb/surrealdb,29k,Rust,Serverless,"A scalable, distributed, collaborative, document-graph database, for the realtime web"
firecracker-microvm / firecracker,https://github.com/firecracker-microvm/firecracker,27.4k,Rust,Serverless,Secure and fast microVMs for serverless computing.
openfaas / faas,https://github.com/openfaas/faas,25.5k,Go,Serverless,OpenFaaS - Serverless Functions Made Simple
dapr / dapr,https://github.com/dapr/dapr,24.6k,Go,Serverless,"Dapr is a portable, event-driven, runtime for building distributed applications across cloud and edge."
,https://github.com/marketplace/semgrep-dev,0,Unknown,Security,Unknown
,https://github.com/marketplace/guardrails,0,Unknown,Security,Unknown
,https://github.com/marketplace/snyk,0,Unknown,Security,Unknown
,https://github.com/marketplace/renovate,0,Unknown,Security,Unknown
kriasoft / react-starter-kit,https://github.com/kriasoft/react-starter-kit,22.9k,TypeScript,Serverless,The web's most popular Jamstack front-end template (boilerplate) for building web applications with React
pulumi / pulumi,https://github.com/pulumi/pulumi,22.8k,Go,Serverless,Pulumi - Infrastructure as Code in any programming language 🚀
alibaba / ice,https://github.com/alibaba/ice,18.5k,TypeScript,Serverless,🚀 ice.js: The Progressive App Framework Based On React（基于 React 的渐进式应用框架）
cube-js / cube,https://github.com/cube-js/cube,18.4k,Rust,Serverless,"📊 Cube — Universal semantic layer platform for AI, BI, spreadsheets, and embedded analytics"
Tencent / APIJSON,https://github.com/Tencent/APIJSON,17.7k,Java,Serverless,"🏆 实时 零代码、全功能、强安全 ORM 库 🚀 后端接口和文档零代码，前端(客户端) 定制返回 JSON 的数据和结构 🏆 Real-Time coding-free, powerful and secure ORM 🚀 providing APIs and Docs without coding by Backend, and the returned JSON of API can be customized by Frontend(Client) users"
neondatabase / neon,https://github.com/neondatabase/neon,16.7k,Rust,Serverless,"Neon: Serverless Postgres. We separated storage and compute to offer autoscaling, code-like database branching, and scale to zero."
prisma / prisma1,https://github.com/prisma/prisma1,16.5k,Scala,Serverless,"💾 Database Tools incl. ORM, Migrations and Admin UI (Postgres, MySQL & MongoDB) [deprecated]"
apache / apisix,https://github.com/apache/apisix,15k,Lua,Serverless,The Cloud-Native API Gateway and AI Gateway
gin-gonic / gin,https://github.com/gin-gonic/gin,81.2k,Go,Server,"Gin is a HTTP web framework written in Go (Golang). It features a Martini-like API with much better performance -- up to 40 times faster. If you need smashing performance, get yourself some Gin."
schickling / chromeless,https://github.com/schickling/chromeless,13.2k,TypeScript,Serverless,🖥 Chrome automation made simple. Runs locally or headless on AWS Lambda.
donnemartin / awesome-aws,https://github.com/donnemartin/awesome-aws,12.8k,Python,Serverless,"A curated list of awesome Amazon Web Services (AWS) libraries, open source repos, guides, blogs, and other resources. Featuring the Fiery Meter of AWSome."
firebase / functions-samples,https://github.com/firebase/functions-samples,12.1k,JavaScript,Serverless,Collection of sample apps showcasing popular use cases using Cloud Functions for Firebase
expressjs / express,https://github.com/expressjs/express,66.7k,JavaScript,Server,"Fast, unopinionated, minimalist web framework for node."
withastro / astro,https://github.com/withastro/astro,50.2k,TypeScript,Server,The web framework for content-driven websites. ⭐️ Star to support our work!
PostgREST / postgrest,https://github.com/PostgREST/postgrest,25.1k,Haskell,Server,REST API for any Postgres database
vapor / vapor,https://github.com/vapor/vapor,25k,Swift,Server,💧 A server-side Swift HTTP web framework.
valeriansaliou / sonic,https://github.com/valeriansaliou/sonic,20.6k,Rust,Server,"🦔 Fast, lightweight & schema-less search backend. An alternative to Elasticsearch that runs on a few MBs of RAM."
imthenachoman / How-To-Secure-A-Linux-Server,https://github.com/imthenachoman/How-To-Secure-A-Linux-Server,18k,Unknown,Server,An evolving how-to guide for securing a Linux server.
Grasscutters / Grasscutter,https://github.com/Grasscutters/Grasscutter,16.5k,Java,Server,A server software reimplementation for a certain anime game.
ory / hydra,https://github.com/ory/hydra,16k,Go,Server,"The only web-scale, fully customizable OpenID Certified™ OpenID Connect and OAuth2 Provider in the world. Become an OpenID Connect and OAuth2 Provider over night. Written in Go, cloud native, headless, API-first. Available as a service on Ory Network and for self-hosters. Relied upon by OpenAI and others for web-scale security."
mail-in-a-box / mailinabox,https://github.com/mail-in-a-box/mailinabox,14.4k,Python,Server,"Mail-in-a-Box helps individuals take back control of their email by defining a one-click, easy-to-deploy SMTP+everything else server: a mail server in a box."
OpenRCT2 / OpenRCT2,https://github.com/OpenRCT2/OpenRCT2,14.2k,C++,Server,An open source re-implementation of RollerCoaster Tycoon 2 🎢
http-party / http-server,https://github.com/http-party/http-server,13.8k,JavaScript,Server,a simple zero-configuration command-line http server
coturn / coturn,https://github.com/coturn/coturn,12.1k,C,Server,coturn TURN server project
elysiajs / elysia,https://github.com/elysiajs/elysia,11.9k,TypeScript,Server,Ergonomic Framework for Humans
adnanh / webhook,https://github.com/adnanh/webhook,10.8k,Go,Server,webhook is a lightweight incoming webhook server to run shell commands
restify / node-restify,https://github.com/restify/node-restify,10.7k,JavaScript,Server,The future of Node.js REST development
tariqbuilds / linux-dash,https://github.com/tariqbuilds/linux-dash,10.5k,JavaScript,Server,A beautiful web dashboard for Linux
seanmonstar / warp,https://github.com/seanmonstar/warp,9.8k,Rust,Server,"A super-easy, composable, web server framework for warp speeds."
tldraw / tldraw,https://github.com/tldraw/tldraw,39.4k,TypeScript,Sketch,whiteboard SDK / infinite canvas SDK
google / go-cloud,https://github.com/google/go-cloud,9.6k,Go,Server,The Go Cloud Development Kit (Go CDK): A library and tools for open cloud development in Go.
JoeanAmier / TikTokDownloader,https://github.com/JoeanAmier/TikTokDownloader,9.6k,Python,Server,TikTok 发布/喜欢/合辑/直播/视频/图集/音乐；抖音发布/喜欢/收藏/收藏夹/视频/图集/实况/直播/音乐/合集/评论/账号/搜索/热榜数据采集工具
gztchan / awesome-design,https://github.com/gztchan/awesome-design,15.9k,Unknown,Sketch,🌟 Curated design resources from all over the world.
airbnb / react-sketchapp,https://github.com/airbnb/react-sketchapp,14.9k,TypeScript,Sketch,render React components to Sketch ⚛️💎
casesandberg / react-color,https://github.com/casesandberg/react-color,12.1k,JavaScript,Sketch,"🎨 Color Pickers from Sketch, Photoshop, Chrome, Github, Twitter & more"
mjswensen / themer,https://github.com/mjswensen/themer,5.6k,TypeScript,Sketch,"🎨 themer takes a set of colors and outputs themes for your apps (editors, terminals, wallpapers, and more)."
sketchplugins / plugin-directory,https://github.com/sketchplugins/plugin-directory,3.4k,Ruby,Sketch,Official Sketch Plugin directory
weui / weui-design,https://github.com/weui/weui-design,2.8k,Unknown,Sketch,Design package for WeUI
weixin / Miaow,https://github.com/weixin/Miaow,2.5k,JavaScript,Sketch,"A set of plugins for Sketch include drawing links & marks, UI Kit & Color sync, font & text replacing."
mathieudutour / git-sketch-plugin,https://github.com/mathieudutour/git-sketch-plugin,2.4k,JavaScript,Sketch,💎
matt-curtis / Fluid-for-Sketch,https://github.com/matt-curtis/Fluid-for-Sketch,2.4k,Objective-C,Sketch,[Sketch Plugin] Sketch-flavored Auto Layout-like Constraints
LHRUN / paint-board,https://github.com/LHRUN/paint-board,2.3k,TypeScript,Sketch,🎨 A powerful multi-end drawing board that brings together a lot of creative brushes to experience a whole new range of drawing effects!
andrewfiorillo / sketch-palettes,https://github.com/andrewfiorillo/sketch-palettes,2.3k,JavaScript,Sketch,"A Sketch plugin for exporting and importing fill presets. It supports colors, gradients, and pattern fills."
ajstarks / svgo,https://github.com/ajstarks/svgo,2.2k,Go,Sketch,Go Language Library for SVG generation
DWilliames / paddy-sketch-plugin,https://github.com/DWilliames/paddy-sketch-plugin,2.2k,JavaScript,Sketch,"Automated padding, spacing and alignment for your Sketch layers"
Mukosame / Anime2Sketch,https://github.com/Mukosame/Anime2Sketch,2k,Python,Sketch,A sketch extractor for anime/illustration.
keremciu / sketch-iconfont,https://github.com/keremciu/sketch-iconfont,2k,JavaScript,Sketch,This plugin helps you easily insert and manage icons from icon fonts.
html-sketchapp / html-sketchapp,https://github.com/html-sketchapp/html-sketchapp,1.9k,JavaScript,Sketch,HTML to Sketch export solution
dataliterate / data-populator,https://github.com/dataliterate/data-populator,1.7k,JavaScript,Sketch,A plugin for Sketch and Adobe XD to populate your design mockups with meaningful data. Goodbye Lorem Ipsum. Hello JSON.
kactus-io / kactus,https://github.com/kactus-io/kactus,1.5k,TypeScript,Sketch,🌵 A true version control tool for designers
vydd / sketch,https://github.com/vydd/sketch,1.4k,Common Lisp,Sketch,"A Common Lisp framework for the creation of electronic art, visual design, game prototyping, game making, computer graphics, exploration of human-computer interaction, and more."
ohmyzsh / ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,177k,Shell,Shell,"🙃 A delightful community-driven (with 2,400+ contributors) framework for managing your zsh configuration. Includes 300+ optional plugins (rails, git, macOS, hub, docker, homebrew, node, php, python, etc), 140+ themes to spice up your morning, and an auto-update tool that makes it easy to keep up with the latest updates from the community."
nvbn / thefuck,https://github.com/nvbn/thefuck,91.3k,Python,Shell,Magnificent app which corrects your previous console command.
nvm-sh / nvm,https://github.com/nvm-sh/nvm,83.1k,Shell,Shell,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions
ryanoasis / nerd-fonts,https://github.com/ryanoasis/nerd-fonts,57.1k,CSS,Shell,"Iconic font aggregator, collection, & patcher. 3,600+ icons, 50+ patched fonts: Hack, Source Code Pro, more. Glyph collections: Font Awesome, Material Design Icons, Octicons, & more"
tldr-pages / tldr,https://github.com/tldr-pages/tldr,54.5k,Markdown,Shell,📚 Collaborative cheatsheets for console commands
git / git,https://github.com/git/git,54.1k,C,Shell,Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (
pi-hole / pi-hole,https://github.com/pi-hole/pi-hole,51.3k,Shell,Shell,A black hole for Internet advertisements
PowerShell / PowerShell,https://github.com/PowerShell/PowerShell,46.9k,C#,Shell,PowerShell for every system!
google / zx,https://github.com/google/zx,43.8k,JavaScript,Shell,A tool for writing better scripts
acmesh-official / acme.sh,https://github.com/acmesh-official/acme.sh,42k,Shell,Shell,A pure Unix shell script implementing ACME client protocol
GitSquared / edex-ui,https://github.com/GitSquared/edex-ui,41.9k,JavaScript,Shell,"A cross-platform, customizable science fiction terminal emulator with advanced monitoring & touchscreen support."
pyenv / pyenv,https://github.com/pyenv/pyenv,41.5k,Roff,Shell,Simple Python version management
koalaman / shellcheck,https://github.com/koalaman/shellcheck,37.2k,Haskell,Shell,"ShellCheck, a static analysis tool for shell scripts"
dylanaraps / pure-bash-bible,https://github.com/dylanaraps/pure-bash-bible,36.9k,Shell,Shell,📖 A collection of pure bash alternatives to external processes.
nushell / nushell,https://github.com/nushell/nushell,34.5k,Rust,Shell,A new type of shell
alebcay / awesome-shell,https://github.com/alebcay/awesome-shell,34k,Unknown,Shell,"A curated list of awesome command-line frameworks, toolkits, guides and gizmos. Inspired by awesome-php."
zsh-users / zsh-autosuggestions,https://github.com/zsh-users/zsh-autosuggestions,32.6k,Shell,Shell,Fish-like autosuggestions for zsh
ibraheemdev / modern-unix,https://github.com/ibraheemdev/modern-unix,31.8k,Unknown,Shell,A collection of modern/faster/saner alternatives to common unix commands.
fish-shell / fish-shell,https://github.com/fish-shell/fish-shell,29.4k,Rust,Shell,The user-friendly command line shell.
herrbischoff / awesome-macos-command-line,https://github.com/herrbischoff/awesome-macos-command-line,29.4k,Unknown,Shell,Use your macOS terminal shell to do awesome things.
macrozheng / mall,https://github.com/macrozheng/mall,79.7k,Java,Spring Boot,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于Spring Boot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。
